ID,accidents_M,injury_M,accidents,injury,building,sky,tree,road,sidewalk,person,car,skyscraper,streetlight,wall,fence,railing,awning,signboard,ashcan,earth,van,plant,chair,bulletin board,grass,bicycle,ceiling,minibike,windowpane,mountain,column,bridge,water,sculpture,fountain,booth,lamp,pier,glass,person_number,car_number,bus_number,truck_number,motorcycle_number,traffic light,fire hydrant,bicycle_number,bench_number,dining table,stop sign,dog,Tree Canopy Percentage,Grass/Shrubs Percentage,Bare Soil Percentage,Water Percentage,Buildings Percentage,Roads Percentage,Other Impervious Percentage,Railroads Percentage
7429,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.93712179,4.569433024,0.0,0.0,0.0,5.831431713,1.743332009,0.0
7428,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.68776157,5.574597426,0.0,0.0,0.032335252,53.60353286,2.189558485,0.0
7427,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.308145712,2.097172051,0.0,0.0,0.0,66.94967711,2.702303194,0.0
7426,0,0,1,0,2.7715,0.0,0.0,14.0258,0.0,0.0,5.1149000000000004,0.0,0.0,36.2049,0.0,0.0,0.0,0.5467,0.0,0.0,0.012899999999999998,0.0,0.0,0.0,0.0,0.0,28.069,0.0,1.8063,0.0,0.8394999999999999,0.0106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.880609011,0.925712068,0.0,0.0,0.0,70.5278037,3.753660812,0.0
7425,0,0,0,0,0.0,1.806,37.898700000000005,0.9594,0.0,0.0,0.0,0.0,0.0,6.5486,4.0009999999999994,0.0,0.0,0.0,0.0,0.8419,0.0,3.0706,0.0,0.0,2.2939000000000003,0.0,16.7548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,46.67824577,6.679539176,6.251789987,0.0,0.0,14.32913591,4.150922479,0.0
7424,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.00254987,7.159024769,0.0,0.0,0.0,5.294666531,1.623229645,0.0
7423,0,0,0,0,0.0,14.472999999999999,37.2402,41.3555,1.6230000000000002,0.6805,0.6664,0.0,0.5460999999999999,0.0,0.1168,0.7508,0.0,0.0,0.0,0.0242,0.0,0.23869999999999997,0.0,0.0,1.8105,0.2773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,33.38383792,1.305420312,0.0,0.0,0.0,33.71365749,9.684869874,0.0
7422,0,0,0,0,14.114299999999998,22.733999999999998,10.0602,29.4234,0.0475,0.0,0.15,0.0,0.0,5.962,0.6549,4.4572,0.0,0.0,0.0,4.7435,0.0,0.0,0.0,0.0,0.1245,0.0,0.0,0.0,0.0,0.0012000000000000001,0.0,7.4403,0.0201,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,1.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,5.739969143,0.461008306,0.0,0.584806127,0.0,33.34226402,9.89273935,0.0
7421,0,0,0,0,15.3754,31.503500000000003,9.2125,28.834,0.1426,0.0,0.0,0.0,0.0,12.661700000000002,0.0,1.6961,0.0,0.0,0.0,0.35660000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.65174542,0.667771944,0.0,0.479874735,0.0,40.48355899,11.78778668,0.0
7420,0,0,0,0,18.5656,13.625799999999998,20.5902,22.591,6.2551,2.4582,5.7344,0.0,0.043800000000000006,2.4414000000000002,0.7707,3.8008,0.0,0.0,0.0,0.0012000000000000001,0.0,2.8156,0.0,0.0,0.0098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,8.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,18.49114476,9.499173141,0.0,0.0,0.0,23.53544406,26.55278499,0.0
7419,0,0,0,0,18.5656,13.625799999999998,20.5902,22.591,6.2551,2.4582,5.7344,0.0,0.043800000000000006,2.4414000000000002,0.7707,3.8008,0.0,0.0,0.0,0.0012000000000000001,0.0,2.8156,0.0,0.0,0.0098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,8.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,31.30421929,9.070500088,0.0,0.0,0.0,17.52016334,20.18643582,0.0
7418,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.294280188,0.319609469,0.0,0.0,0.791194621,36.8407479,34.60440269,0.0
7417,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.554863684,2.432534807,0.0,0.0,5.921970418,8.833066952,27.38333903,31.93244704
7416,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.781755527,0.053584132,0.0,0.0,0.912777968,71.83691947,2.499976903,0.0
7415,0,0,0,0,24.3586,15.1554,12.0916,29.049500000000002,0.461,0.038400000000000004,7.408099999999999,0.4639,0.13849999999999998,2.4905,0.117,2.2707,0.0,0.0,0.0,0.377,0.0,0.0,0.0,0.0,0.0,0.0,2.8682,0.0,0.0,0.0,1.4518,1.2201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,31.81788786,2.338300644,0.0,0.0,0.0,25.36561931,18.57059709,0.0
7414,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.485693961,0.108092128,0.0,0.0,55.96585397,4.787465009,8.735137332,0.0
7413,0,0,0,0,15.0098,8.0066,31.1797,19.4688,2.2422,0.0,0.0,0.0,0.034,7.8926,0.0,8.1078,0.0,0.0,0.0,0.4137,0.0,7.610200000000001,0.0,0.0,0.0348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.39904472,0.163523988,0.0,0.0,0.0,39.50905849,11.01431066,0.0
7412,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.15013355,4.535322833,0.0,0.0,0.0,31.31528046,1.84949802,0.0
7411,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.544701176,2.562799678,0.0,0.334438891,0.0,25.07737364,26.51213496,0.0
7410,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.251358571,0.322372663,0.0,0.0,0.374873354,58.3798471,15.52454638,0.0
7409,0,0,1,0,3.8645,45.805099999999996,0.0336,29.313299999999998,0.053899999999999997,0.0,0.0,0.0,0.0,20.6949,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326124112,0.230042221,0.0,0.0,10.75747637,52.87090844,13.89861513,0.0
7408,1,2,19,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.993154165,1.205642963,0.0,0.0,1.016250774,58.71065493,16.16300662,0.0
7407,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014781829,0.0,0.0,33.94092811,6.980718951,16.32560675,20.82482608
7406,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.562799678,1.149287239,0.259605879,5.715024806,0.0,12.46570154,40.84681405
7405,0,0,0,0,15.0078,21.1336,20.1543,28.630899999999997,0.9218999999999999,0.0406,0.377,0.9277000000000001,0.27699999999999997,4.8871,0.234,4.5414,0.0,0.0,0.0,0.7539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.44703948,1.999242431,0.0,0.0,0.0,23.87635,19.76330596,0.0
7404,0,0,0,0,6.386,14.104700000000001,3.0011,19.1549,0.1625,0.1514,1.6108,0.0,0.0,12.0272,4.8131,1.2938,0.0,0.3135,0.0,5.7895,0.0,7.1949,0.0,0.0,0.1691,0.0,9.3737,0.0,0.0,0.1031,0.9598000000000001,11.7033,1.2262,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.907188588,3.324987759,0.0,0.0,0.0,59.40724864,3.397973042,6.040225053
7403,0,0,2,0,3.5305000000000004,36.1629,11.581199999999999,16.1918,26.160899999999998,0.0,3.3539,0.0,0.0672,0.0,0.015200000000000002,0.0,0.0,0.05159999999999999,0.0,0.0,0.0,2.2918000000000003,0.0,0.0,0.1016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.312386249,2.892619248,0.0,0.0,0.0,58.56653209,9.314400273,0.0
7402,0,0,0,0,33.1938,16.4758,1.1233,22.7319,3.3960999999999997,0.051699999999999996,3.7618,0.0,0.007899999999999999,2.2946,12.539200000000001,1.4336,0.0,0.4639,0.0,0.0755,0.0,0.1704,0.0,0.0,0.0,0.0,1.3729,0.0,0.0,0.0,0.0009,0.6475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,15.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00646705,0.0,0.0,0.0,70.24325348,7.806653671,0.0
7401,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.55781081,10.4433625,0.0,0.0,16.04752358,0.0,9.040012565,0.0
7400,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.47421957,3.080163709,0.0,0.0,2.333681322,0.09792962,2.096248187,0.0
7399,0,0,0,0,5.7664,2.375,49.0238,9.4598,1.1426,0.27299999999999996,27.6449,0.0,0.0871,0.2805,0.6309,2.4453,0.0,0.0,0.0,0.0,0.0,0.443,0.0211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25270000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.14076921,6.676767583,0.0,0.0,18.54842435,0.0,9.695032381,0.0
7398,0,0,0,0,5.7664,2.375,49.0238,9.4598,1.1426,0.27299999999999996,27.6449,0.0,0.0871,0.2805,0.6309,2.4453,0.0,0.0,0.0,0.0,0.0,0.443,0.0211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25270000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.30919892,8.688944115,0.0,0.0,9.784647222,0.0,7.304995334,0.0
7397,0,0,2,0,3.5305000000000004,36.1629,11.581199999999999,16.1918,26.160899999999998,0.0,3.3539,0.0,0.0672,0.0,0.015200000000000002,0.0,0.0,0.05159999999999999,0.0,0.0,0.0,2.2918000000000003,0.0,0.0,0.1016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.24131896,1.878051027,0.0,0.0,7.457861288,48.45997974,9.820392374,0.0
7396,3,2,14,4,43.858200000000004,7.4940999999999995,0.6758,42.2871,0.35860000000000003,0.0113,3.1453,0.0,0.0086,0.7004,0.1727,0.0,0.0,0.0121,0.0073999999999999995,0.0,0.8699,0.2297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.373241193,0.0,0.0,0.0,7.015825796,65.27193947,5.42215981,0.0
7396,3,2,14,4,43.858200000000004,7.4940999999999995,0.6758,42.2871,0.35860000000000003,0.0113,3.1453,0.0,0.0086,0.7004,0.1727,0.0,0.0,0.0121,0.0073999999999999995,0.0,0.8699,0.2297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.373241193,0.0,0.0,0.0,7.015825796,65.27193947,5.42215981,0.0
7396,3,2,14,4,43.858200000000004,7.4940999999999995,0.6758,42.2871,0.35860000000000003,0.0113,3.1453,0.0,0.0086,0.7004,0.1727,0.0,0.0,0.0121,0.0073999999999999995,0.0,0.8699,0.2297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.373241193,0.0,0.0,0.0,7.015825796,65.27193947,5.42215981,0.0
7395,0,0,0,0,14.2293,15.8391,1.4223,26.8727,0.0,0.0,0.0273,0.0,0.0,9.6938,0.0,5.4691,0.0,0.0,0.0,8.884,0.0,1.3613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1312,15.107400000000002,0.5141,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.026533384,5.096035698,0.0,0.0,0.0,9.793885866,23.57701795,0.0
7394,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024020473,1.135429274,0.0,0.0,0.0,55.34778873,21.57869938,0.0
7393,0,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.44260493,0.114559178,0.0,0.0,4.377269242,42.71579161,18.43294131,0.0
7392,0,0,0,0,32.1013,0.3865,6.6065,15.403500000000001,3.6892,0.0018,6.1431,0.0,0.06409999999999999,22.4835,5.099200000000001,3.8462000000000005,0.0,2.3008,0.0,0.0,0.0,9.999999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,14.333333,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.666667,0.0,6.679539176,0.0,0.0,0.0,7.10174518,37.42020122,26.88630002,0.0
7391,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.90835266,0.571872026,0.0,0.0,31.59246496,14.70699642,11.3034802,0.0
7390,0,0,0,0,34.3984,16.4914,3.4039,32.5766,1.075,0.0,11.5953,0.0,0.0023,0.1262,0.2082,0.0,0.0,0.0,0.0312,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.94344662,0.3684259,0.0,0.0,1.244358478,58.44892696,5.845076909,0.0
