ID,Tree Canopy Percentage,Grass/Shrubs Percentage,Bare Soil Percentage,Water Percentage,Buildings Percentage,Roads Percentage,Other Impervious Percentage,Railroads Percentage,accidents,injury,building,sky,tree,road,sidewalk,person,car,skyscraper,streetlight,wall,fence,railing,awning,signboard,ashcan,earth,van,plant,chair,bulletin board,grass,bicycle,ceiling,minibike,windowpane,mountain,column,bridge,water,sculpture,fountain,booth,lamp,pier,glass,person_number,car_number,bus_number,truck_number,motorcycle_number,traffic light,fire hydrant,bicycle_number,bench_number,dining table,stop sign,dog
7406,0,2.562799678,1.149287239,0.259605879,5.715024806,0,12.46570154,40.84681405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7405,32.44703948,1.999242431,0,0,0,23.87635,19.76330596,0,0,0,0.150078,0.211336,0.201543,0.286309,0.009219,0.000406,0.00377,0.009277,0.00277,0.048871,0.00234,0.045414,0,0,0,0.007539,0,0,0,0,0,0,0,0,0,0,0,0.020562,0,0,0,0,0,0,0,5,3,0,0,0,0,1,0,0,0,0,0
7404,5.907188588,3.324987759,0,0,0,59.40724864,3.397973042,6.040225053,0,0,0.06386,0.141047,0.030011,0.191549,0.001625,0.001514,0.016108,0,0,0.120272,0.048131,0.012938,0,0.003135,0,0.057895,0,0.071949,0,0,0.001691,0,0.093737,0,0,0.001031,0.009598,0.117033,0.012262,0,0,0,0,0,0,1.5,5.5,0,0,0,0.5,0,0,0,0,0,0
7403,7.312386249,2.892619248,0,0,0,58.56653209,9.314400273,0,2,0,0.035305,0.361629,0.115812,0.161918,0.261609,0,0.033539,0,0.000672,0,0.000152,0,0,0.000516,0,0,0,0.022918,0,0,0.001016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,2,0,5,0,0,0,0,0,0
7402,0,0.00646705,0,0,0,70.24325348,7.806653671,0,0,0,0.331938,0.164758,0.011233,0.227319,0.033961,0.000517,0.037618,0,7.90E-05,0.022946,0.125392,0.014336,0,0.004639,0,0.000755,0,0.001704,0,0,0,0,0.013729,0,0,0,9.00E-06,0.006475,0,0,0,0,0,0,0,0.666667,15,0,0.333333,0,0,0,0,0,0,0,0
7401,42.55781081,10.4433625,0,0,16.04752358,0,9.040012565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7400,70.47421957,3.080163709,0,0,2.333681322,0.09792962,2.096248187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7399,43.14076921,6.676767583,0,0,18.54842435,0,9.695032381,0,0,0,0.057664,0.02375,0.490238,0.094598,0.011426,0.00273,0.276449,0,0.000871,0.002805,0.006309,0.024453,0,0,0,0,0,0.00443,0.000211,0,0,0,0,0,0,0,0.002527,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,1,0,0,0
7398,52.30919892,8.688944115,0,0,9.784647222,0,7.304995334,0,0,0,0.057664,0.02375,0.490238,0.094598,0.011426,0.00273,0.276449,0,0.000871,0.002805,0.006309,0.024453,0,0,0,0,0,0.00443,0.000211,0,0,0,0,0,0,0,0.002527,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,1,0,0,0
7397,10.24131896,1.878051027,0,0,7.457861288,48.45997974,9.820392374,0,2,0,0.035305,0.361629,0.115812,0.161918,0.261609,0,0.033539,0,0.000672,0,0.000152,0,0,0.000516,0,0,0,0.022918,0,0,0.001016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,2,0,5,0,0,0,0,0,0
7396,0.373241193,0,0,0,7.015825796,65.27193947,5.42215981,0,14,4,0.438582,0.074941,0.006758,0.422871,0.003586,0.000113,0.031453,0,8.60E-05,0.007004,0.001727,0,0,0.000121,7.40E-05,0,0.008699,0.002297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,1,1,0,2,1,1,1,0,0,0
7396,0.373241193,0,0,0,7.015825796,65.27193947,5.42215981,0,14,4,0.438582,0.074941,0.006758,0.422871,0.003586,0.000113,0.031453,0,8.60E-05,0.007004,0.001727,0,0,0.000121,7.40E-05,0,0.008699,0.002297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,1,1,0,2,1,1,1,0,0,0
7396,0.373241193,0,0,0,7.015825796,65.27193947,5.42215981,0,14,4,0.438582,0.074941,0.006758,0.422871,0.003586,0.000113,0.031453,0,8.60E-05,0.007004,0.001727,0,0,0.000121,7.40E-05,0,0.008699,0.002297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,1,1,0,2,1,1,1,0,0,0
7395,8.026533384,5.096035698,0,0,0,9.793885866,23.57701795,0,0,0,0.142293,0.158391,0.014223,0.268727,0,0,0.000273,0,0,0.096938,0,0.054691,0,0,0,0.08884,0,0.013613,0,0,0,0,0,0,0,0,0.001312,0.151074,0.005141,0,0,0,0,0,0,3,11,0,0,0,1,0,0,0,0,1,0
7394,0.024020473,1.135429274,0,0,0,55.34778873,21.57869938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7393,12.44260493,0.114559178,0,0,4.377269242,42.71579161,18.43294131,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7392,6.679539176,0,0,0,7.10174518,37.42020122,26.88630002,0,0,0,0.321013,0.003865,0.066065,0.154035,0.036892,1.80E-05,0.061431,0,0.000641,0.224835,0.050992,0.038462,0,0.023008,0,0,0,1.00E-06,0,0,0,0,0,0,0,0,6.40E-05,0,0,0,0,0,0,0,0,0.666667,14.333333,0,0,0,0,0,0.333333,0,0,0.666667,0
7391,19.90835266,0.571872026,0,0,31.59246496,14.70699642,11.3034802,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7390,11.94344662,0.3684259,0,0,1.244358478,58.44892696,5.845076909,0,0,0,0.343984,0.164914,0.034039,0.325766,0.01075,0,0.115953,0,2.30E-05,0.001262,0.002082,0,0,0,0.000312,0,0,0.0005,0,0,0,0,0,0,0,0,9.40E-05,0,0,0,0,0,0,0,0,4,31,0,1,1,0,1,1,0,0,0,0
7389,11.75986918,0.184772868,0,0,0.501658336,55.80602544,9.830840439,0,0,0,0.481305,0.013074,0.025191,0.401172,0.021227,0.000801,0.016379,0,0,0.000641,0.00293,0,0,0.001785,0,0,0,0,0,0,0,0,0.035074,0.00027,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,1,0,0,0,2,0
7388,7.009358746,0.046193217,0,0,0.571872026,62.49018394,7.962786744,0,0,0,0.316543,0.136719,0.012102,0.363883,0.012133,0,0.073555,0,0,0,0,0,0,0.003172,0,0,0.000895,0,0,0,0,0,0,0,0,0,0,0.080695,0,0,0,0,0,0,0,4,26,0,1,1,0,0,1,0,0,0,0
7387,0,0,0,0,7.036730946,64.912764,5.650137741,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7386,0,0.066518232,0,0,0,56.82504781,21.19529568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7385,2.360473388,0.337210484,0,0,1.747951331,66.42861762,7.209837307,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7384,17.05075067,0.155659943,0,0,38.94998618,10.89803813,10.79856314,0,0,0,0.372148,0.058617,0.164102,0.23834,0.011895,0,0.131324,0,0,0,0,0.000312,0,0,0,0,0,0,0,0,0,0,0,0.008836,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0
7383,5.321458597,1.436609048,0,0,4.593453497,45.32478451,21.40870835,0,1,0,0.272787,0.203037,0.037715,0.362459,0.02409,0.002315,0.035043,0,0.003756,0,0.000809,0,0,0.002279,0,0,0.001987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14.5,0,1.5,0,1.5,0,0,0,0,0.5,0
7382,17.77976922,6.342328692,0,0,1.41351244,0,25.91347087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7381,12.75025175,1.932724199,0,0,4.543564823,0,34.62181613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7380,17.11706733,0.209081698,0,0,5.452703325,44.25992447,10.81698443,0,3,0,0.339547,0.101612,0.095539,0.372328,0.014285,0.013533,0.031094,0,0.00334,0.007524,0.002543,0.000156,0,0.004299,5.70E-05,3.70E-05,3.70E-05,0.002307,0,0,0.006799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,0.5,2,1,4,0,0,1,0,0.5,0
7379,13.17767339,0,0,0,8.106290872,41.70857511,14.8549323,0,0,0,0.344926,0.076312,0.087043,0.33018,0.01643,0.006254,0.039207,0,0.001934,0.007473,0.000879,0,0,0.000191,0,0,0.061168,0.027258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,0,2,0,4,0,2,0,0,0,0
7378,4.704317218,0.165371717,0,0,0,53.24045417,19.97671862,0,0,0,0.133402,0.305893,0.068156,0.281117,0.134815,4.50E-05,0.024805,0,0.00137,8.20E-05,0.001939,0,0,0,0.003162,0,0.001869,0.000666,0,0,0.000596,0,0,0,0,0,0,0,1.20E-05,0,0,0,0,0,0,5.5,11.5,1.5,0.5,0,4,0,0,2.5,0,0,0
7378,4.704317218,0.165371717,0,0,0,53.24045417,19.97671862,0,0,0,0.133402,0.305893,0.068156,0.281117,0.134815,4.50E-05,0.024805,0,0.00137,8.20E-05,0.001939,0,0,0,0.003162,0,0.001869,0.000666,0,0,0.000596,0,0,0,0,0,0,0,1.20E-05,0,0,0,0,0,0,5.5,11.5,1.5,0.5,0,4,0,0,2.5,0,0,0
7377,2.693988415,0.257758151,0,0,0,66.30759139,8.818285123,0,0,0,0.220008,0.160159,0.067635,0.346915,0.045547,0.000214,0.010501,0,0.000824,0.07914,0.006279,0.012419,0,0.002862,0,0.002936,0,0.004365,0,0,0,0,0.024094,0,0,0,7.00E-06,0.006833,0,0,0,0,0,0,0,5.333333,11.666667,0,0.666667,0.333333,1.333333,0.333333,0.333333,0.333333,0,0,0
7376,0.068365961,0.876747258,0,0,3.270479763,30.4542641,43.41885238,0,4,0,0.202672,0.221816,0.045219,0.158242,0.27273,0.000527,0,0,4.70E-05,0.003785,0.083516,0,0,0,0,0,0,0.011445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,1,0,1,0,0,0,0
7375,46.33456823,0.776046045,0,0,0,24.27084007,6.699864192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7374,59.03011882,6.039421571,0,0,0,0,12.77885235,0,0,0,0.15423,0.008348,0.378371,0.183367,0.134145,0.001012,0.018629,0,0.015293,0.01507,0.018008,0.02266,0,0.037082,0,0,0,0.008465,0,0,0.005203,0,0,0,0,0,0.000117,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,3,0,0,1,0
7373,52.32120915,4.833658226,0,0,0,0.059127318,20.87286703,0,0,0,0.15423,0.008348,0.378371,0.183367,0.134145,0.001012,0.018629,0,0.015293,0.01507,0.018008,0.02266,0,0.037082,0,0,0,0.008465,0,0,0.005203,0,0,0,0,0,0.000117,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,3,0,0,1,0
7372,14.13558073,4.354794142,0,0,6.851800682,23.71096988,28.80077369,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7371,18.34332647,5.690080469,0,0,13.50689665,1.911475319,38.63600669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7370,7.292061234,1.411664711,0,0,8.156798256,45.4624403,15.75650631,0,1,6,0.440188,0.091405,0.02109,0.320565,0.046525,0.010787,0.029732,0,0.00178,0,0.00034,0.001442,0.003508,0.000436,0,0.000315,0,0.008365,0,0,0.000188,0,0,0.002941,0,0,0,0,0,0.000783,0,0,0,0,0,14,7.5,0,2.5,0.5,3.5,1,0,0.5,0,0,0
7369,16.19508151,0.506585613,0,0,19.13419913,27.26996408,14.7425624,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7368,33.93446106,5.691928197,0,0,0.056355725,13.66487745,24.73831543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7367,70.39846269,3.593832282,0,0,0,2.275477869,1.820936614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7366,73.04718175,3.724097154,0,0,0,0,1.303572583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7365,43.63912683,8.322741089,0,0,0,13.15004145,12.73740444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7364,57.25464473,9.804972238,0,0,0,0.026792066,10.99675724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7363,66.09048327,3.10603191,0,0,0,5.897949945,2.985929546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7362,41.96463111,18.88643272,0,0,0,2.065948236,14.93414387,0,0,0,0.044277,0.075938,0.383289,0,0.057672,0.006145,0,0,0,0.017312,0.005062,0.011461,0,0,0,0.175852,0,0.005551,0,0,0.132203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,11,0,0,0
7361,2.387265454,41.74942951,0,0,0,29.57289752,4.373573784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7360,13.84780259,1.593665986,0.157980802,0,0,55.89286869,6.598239115,0,0,0,0.214398,0.15025,0.09091,0.106254,0.262961,0,0.056711,0,0.000379,0,0,0,0,0.007254,0.01082,0,0.002449,0.00032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,2,1,0,0,1,0,0,0,0,0
7359,4.720022912,0,0,0.081300062,10.90252307,10.37222494,32.71680786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7358,0,0.669801646,0,0,13.87367079,18.46065724,13.08284292,0,0,0,0,0.029574,0.002688,0.258102,0,0,0.005531,0,0,0.236188,0,0,0,0,0,0.001934,0,0.000109,0,0,0,0,0.371789,0,0.018848,0,0.040297,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0
